order_id,region,customer_type,product_category,quantity_sold,unit_price,discount_pct,customer_rating,returned,gross_sales,net_sales,profit
ORD-1548,South,Distributor,Office Tech,8,185.69,0.05,2,1,1485.52,1411.24,273.33
ORD-1549,West,Distributor,Hardware,24,460.39,0.0,3,0,11049.36,11049.36,3093.82
ORD-1550,South,Commercial Enterprise,Office Tech,15,159.44,0.0,5,0,2391.6,2391.6,526.15
ORD-1551,West,Commercial Enterprise,Hardware,7,245.59,0.1,5,0,1719.13,1547.22,347.27
ORD-1552,East,Commercial Enterprise,Hardware,6,447.27,0.0,4,0,2683.62,2683.62,751.41
ORD-1553,East,Commercial Enterprise,Hardware,9,359.71,0.15,2,1,3237.39,2751.78,527.69
ORD-1554,West,Commercial Enterprise,Logistics Supplies,20,49.86,0.1,1,1,997.2,897.48,111.69
ORD-1555,South,Commercial Enterprise,Office Tech,1,90.71,0.1,4,0,90.71,81.64,13.43
ORD-1556,North,Direct Farmer,Logistics Supplies,8,23.76,0.0,4,0,190.08,190.08,34.21
ORD-1557,North,Distributor,Machinery,23,322.84,0.1,1,0,7425.32,6682.79,2301.85
ORD-1558,West,Distributor,Hardware,23,234.88,0.0,4,0,5402.24,5402.24,1512.63
ORD-1559,East,Direct Farmer,Office Tech,3,84.45,0.2,1,0,253.35,202.68,19.25
ORD-1560,East,Commercial Enterprise,Machinery,4,479.81,0.05,5,1,1919.24,1823.28,681.33
ORD-1561,North,Direct Farmer,Office Tech,15,274.24,0.0,3,0,4113.6,4113.6,904.99
ORD-1562,North,Direct Farmer,Hardware,6,136.11,0.0,1,0,816.66,816.66,228.66
ORD-1563,North,Commercial Enterprise,Machinery,15,260.29,0.0,4,0,3904.35,3904.35,1561.74
ORD-1564,South,Direct Farmer,Hardware,21,346.22,0.1,4,0,7270.62,6543.56,1468.67
ORD-1565,East,Commercial Enterprise,Machinery,3,56.59,0.0,5,0,169.77,169.77,67.91
ORD-1566,South,Commercial Enterprise,Office Tech,21,151.86,0.05,4,0,3189.06,3029.61,586.79
ORD-1567,South,Retail Co-op,Machinery,21,407.34,0.0,3,0,8554.14,8554.14,3421.66
ORD-1568,West,Direct Farmer,Machinery,14,240.64,0.1,4,0,3368.96,3032.06,1044.38
ORD-1569,South,Direct Farmer,Machinery,20,282.36,0.15,3,0,5647.2,4800.12,1496.51
ORD-1570,South,Commercial Enterprise,Machinery,14,227.75,0.1,5,0,3188.5,2869.65,988.44
ORD-1571,West,Distributor,Office Tech,4,41.07,0.1,4,0,164.28,147.85,24.31
ORD-1572,South,Commercial Enterprise,Logistics Supplies,12,99.56,0.0,4,0,1194.72,1194.72,215.05
ORD-1573,East,Direct Farmer,Logistics Supplies,17,233.86,0.0,2,1,3975.62,3975.62,715.61
ORD-1574,West,Commercial Enterprise,Office Tech,7,120.41,0.1,4,0,842.87,758.58,124.74
ORD-1575,West,Retail Co-op,Machinery,9,43.99,0.0,5,1,395.91,395.91,158.36
ORD-1576,North,Commercial Enterprise,Office Tech,3,424.95,0.05,5,0,1274.85,1211.11,234.57
ORD-1577,West,Direct Farmer,Machinery,13,490.97,0.0,3,0,6382.61,6382.61,2553.04
ORD-1578,South,Commercial Enterprise,Hardware,15,400.71,0.0,3,0,6010.65,6010.65,1682.98
ORD-1579,North,Retail Co-op,Office Tech,18,429.82,0.0,5,0,7736.76,7736.76,1702.09
ORD-1580,South,Distributor,Hardware,19,136.15,0.15,5,1,2586.85,2198.82,421.66
ORD-1581,West,Direct Farmer,Logistics Supplies,1,481.1,0.0,2,0,481.1,481.1,86.6
ORD-1582,South,Commercial Enterprise,Machinery,6,114.52,0.05,4,0,687.12,652.76,243.93
ORD-1583,South,Distributor,Office Tech,23,476.69,0.0,3,0,10963.87,10963.87,2412.05
ORD-1584,East,Direct Farmer,Office Tech,2,497.51,0.1,5,0,995.02,895.52,147.26
ORD-1585,North,Distributor,Logistics Supplies,24,361.63,0.0,2,0,8679.12,8679.12,1562.24
ORD-1586,North,Commercial Enterprise,Office Tech,14,490.95,0.15,3,0,6873.3,5842.3,769.81
ORD-1587,North,Direct Farmer,Office Tech,6,293.38,0.15,5,0,1760.28,1496.24,197.15
ORD-1588,North,Direct Farmer,Hardware,14,144.58,0.0,2,0,2024.12,2024.12,566.75
ORD-1589,North,Commercial Enterprise,Office Tech,4,229.76,0.2,4,0,919.04,735.23,69.85
ORD-1590,North,Direct Farmer,Hardware,21,304.91,0.2,4,0,6403.11,5122.49,793.99
ORD-1591,East,Retail Co-op,Office Tech,8,55.08,0.15,3,0,440.64,374.54,49.35
ORD-1592,North,Direct Farmer,Office Tech,3,318.72,0.15,4,0,956.16,812.74,107.09
ORD-1593,South,Commercial Enterprise,Office Tech,19,490.97,0.0,4,0,9328.43,9328.43,2052.25
ORD-1594,West,Direct Farmer,Hardware,14,111.25,0.05,3,0,1557.5,1479.62,375.36
ORD-1595,South,Distributor,Hardware,20,400.45,0.0,4,0,8009.0,8009.0,2242.52
ORD-1596,East,Distributor,Office Tech,17,455.79,0.0,5,0,7748.43,7748.43,1704.65
ORD-1597,North,Distributor,Hardware,8,472.98,0.2,5,1,3783.84,3027.07,469.2
ORD-1598,North,Commercial Enterprise,Hardware,24,480.87,0.0,3,0,11540.88,11540.88,3231.45
ORD-1599,North,Direct Farmer,Hardware,14,270.3,0.1,2,0,3784.2,3405.78,764.41
